id,sku,name,sellingPrice,fullSize,thumbnail,active,published,type,parentId,colorVariantAttributes,sizeVariantAttributes,surchargeType,surchargeValue
aaa111lsn67hugedwelling0bwmedium,aaa111lsn67hugedwelling0bwmedium0000,AAA111 LSN67 Huge Dwelling 0,,https://dplekh-avatars-project.surge.sh/images/AAA111-LSN67-Huge-Dwelling-0-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-LSN67-Huge-Dwelling-0-bw-thumbnail.jpg,true,true,VARIANT,aaa111lsn67hugedwelling0,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-LSN67-Huge-Dwelling-0-bw-thumbnail.jpg||Black and white,medium|||Medium,ABSOLUTE,10
aaa111lsn67hugedwelling0bwsmall,aaa111lsn67hugedwelling0bwsmall0000,AAA111 LSN67 Huge Dwelling 0,,https://dplekh-avatars-project.surge.sh/images/AAA111-LSN67-Huge-Dwelling-0-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-LSN67-Huge-Dwelling-0-bw-thumbnail.jpg,true,true,VARIANT,aaa111lsn67hugedwelling0,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-LSN67-Huge-Dwelling-0-bw-thumbnail.jpg||Black and white,small|||Small,ABSOLUTE,0
aaa111lsn67hugedwelling0bwlarge,aaa111lsn67hugedwelling0bwlarge0000,AAA111 LSN67 Huge Dwelling 0,,https://dplekh-avatars-project.surge.sh/images/AAA111-LSN67-Huge-Dwelling-0-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-LSN67-Huge-Dwelling-0-bw-thumbnail.jpg,true,true,VARIANT,aaa111lsn67hugedwelling0,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-LSN67-Huge-Dwelling-0-bw-thumbnail.jpg||Black and white,large|||Large,ABSOLUTE,20
aaa111dpj26heroicairplane1,aaa111dpj26heroicairplane10000,AAA111 DPJ26 Heroic Airplane 1,60,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-thumbnail.jpg,true,true,PARENT,,,,,
aaa111dpj26heroicairplane1originalmedium,aaa111dpj26heroicairplane1originalmedium0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-original.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-original-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,original|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-original-thumbnail.jpg||Original,medium|||Medium,ABSOLUTE,10
aaa111dpj26heroicairplane1originalsmall,aaa111dpj26heroicairplane1originalsmall0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-original.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-original-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,original|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-original-thumbnail.jpg||Original,small|||Small,ABSOLUTE,0
aaa111dpj26heroicairplane1originallarge,aaa111dpj26heroicairplane1originallarge0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-original.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-original-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,original|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-original-thumbnail.jpg||Original,large|||Large,ABSOLUTE,20
aaa111dpj26heroicairplane1invmedium,aaa111dpj26heroicairplane1invmedium0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-inv-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,inv|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-inv-thumbnail.jpg||Inverse,medium|||Medium,ABSOLUTE,10
aaa111dpj26heroicairplane1invsmall,aaa111dpj26heroicairplane1invsmall0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-inv-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,inv|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-inv-thumbnail.jpg||Inverse,small|||Small,ABSOLUTE,0
aaa111dpj26heroicairplane1invlarge,aaa111dpj26heroicairplane1invlarge0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-inv-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,inv|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-inv-thumbnail.jpg||Inverse,large|||Large,ABSOLUTE,20
aaa111dpj26heroicairplane1wbmedium,aaa111dpj26heroicairplane1wbmedium0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-wb-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,wb|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-wb-thumbnail.jpg||White and black,medium|||Medium,ABSOLUTE,10
aaa111dpj26heroicairplane1wbsmall,aaa111dpj26heroicairplane1wbsmall0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-wb-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,wb|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-wb-thumbnail.jpg||White and black,small|||Small,ABSOLUTE,0
aaa111dpj26heroicairplane1wblarge,aaa111dpj26heroicairplane1wblarge0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-wb-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,wb|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-wb-thumbnail.jpg||White and black,large|||Large,ABSOLUTE,20
aaa111dpj26heroicairplane1bwmedium,aaa111dpj26heroicairplane1bwmedium0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-bw-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-bw-thumbnail.jpg||Black and white,medium|||Medium,ABSOLUTE,10
aaa111dpj26heroicairplane1bwsmall,aaa111dpj26heroicairplane1bwsmall0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-bw-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-bw-thumbnail.jpg||Black and white,small|||Small,ABSOLUTE,0
aaa111dpj26heroicairplane1bwlarge,aaa111dpj26heroicairplane1bwlarge0000,AAA111 DPJ26 Heroic Airplane 1,,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-bw-thumbnail.jpg,true,true,VARIANT,aaa111dpj26heroicairplane1,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-DPJ26-Heroic-Airplane-1-bw-thumbnail.jpg||Black and white,large|||Large,ABSOLUTE,20
aaa111cpl29loftyevidence2,aaa111cpl29loftyevidence20000,AAA111 CPL29 Lofty Evidence 2,95,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-thumbnail.jpg,true,true,PARENT,,,,,
aaa111cpl29loftyevidence2originalmedium,aaa111cpl29loftyevidence2originalmedium0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-original.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-original-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,original|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-original-thumbnail.jpg||Original,medium|||Medium,ABSOLUTE,10
aaa111cpl29loftyevidence2originalsmall,aaa111cpl29loftyevidence2originalsmall0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-original.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-original-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,original|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-original-thumbnail.jpg||Original,small|||Small,ABSOLUTE,0
aaa111cpl29loftyevidence2originallarge,aaa111cpl29loftyevidence2originallarge0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-original.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-original-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,original|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-original-thumbnail.jpg||Original,large|||Large,ABSOLUTE,20
aaa111cpl29loftyevidence2invmedium,aaa111cpl29loftyevidence2invmedium0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-inv-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,inv|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-inv-thumbnail.jpg||Inverse,medium|||Medium,ABSOLUTE,10
aaa111cpl29loftyevidence2invsmall,aaa111cpl29loftyevidence2invsmall0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-inv-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,inv|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-inv-thumbnail.jpg||Inverse,small|||Small,ABSOLUTE,0
aaa111cpl29loftyevidence2invlarge,aaa111cpl29loftyevidence2invlarge0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-inv-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,inv|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-inv-thumbnail.jpg||Inverse,large|||Large,ABSOLUTE,20
aaa111cpl29loftyevidence2wbmedium,aaa111cpl29loftyevidence2wbmedium0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-wb-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,wb|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-wb-thumbnail.jpg||White and black,medium|||Medium,ABSOLUTE,10
aaa111cpl29loftyevidence2wbsmall,aaa111cpl29loftyevidence2wbsmall0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-wb-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,wb|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-wb-thumbnail.jpg||White and black,small|||Small,ABSOLUTE,0
aaa111cpl29loftyevidence2wblarge,aaa111cpl29loftyevidence2wblarge0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-wb-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,wb|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-wb-thumbnail.jpg||White and black,large|||Large,ABSOLUTE,20
aaa111cpl29loftyevidence2bwmedium,aaa111cpl29loftyevidence2bwmedium0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-bw-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-bw-thumbnail.jpg||Black and white,medium|||Medium,ABSOLUTE,10
aaa111cpl29loftyevidence2bwsmall,aaa111cpl29loftyevidence2bwsmall0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-bw-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-bw-thumbnail.jpg||Black and white,small|||Small,ABSOLUTE,0
aaa111cpl29loftyevidence2bwlarge,aaa111cpl29loftyevidence2bwlarge0000,AAA111 CPL29 Lofty Evidence 2,,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-bw-thumbnail.jpg,true,true,VARIANT,aaa111cpl29loftyevidence2,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-CPL29-Lofty-Evidence-2-bw-thumbnail.jpg||Black and white,large|||Large,ABSOLUTE,20
aaa111fyw07herculeanmushroom3,aaa111fyw07herculeanmushroom30000,AAA111 FYW07 Herculean Mushroom 3,66,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-thumbnail.jpg,true,true,PARENT,,,,,
aaa111fyw07herculeanmushroom3originalmedium,aaa111fyw07herculeanmushroom3originalmedium0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-original.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-original-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,original|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-original-thumbnail.jpg||Original,medium|||Medium,ABSOLUTE,10
aaa111fyw07herculeanmushroom3originalsmall,aaa111fyw07herculeanmushroom3originalsmall0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-original.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-original-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,original|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-original-thumbnail.jpg||Original,small|||Small,ABSOLUTE,0
aaa111fyw07herculeanmushroom3originallarge,aaa111fyw07herculeanmushroom3originallarge0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-original.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-original-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,original|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-original-thumbnail.jpg||Original,large|||Large,ABSOLUTE,20
aaa111fyw07herculeanmushroom3invmedium,aaa111fyw07herculeanmushroom3invmedium0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-inv-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,inv|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-inv-thumbnail.jpg||Inverse,medium|||Medium,ABSOLUTE,10
aaa111fyw07herculeanmushroom3invsmall,aaa111fyw07herculeanmushroom3invsmall0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-inv-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,inv|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-inv-thumbnail.jpg||Inverse,small|||Small,ABSOLUTE,0
aaa111fyw07herculeanmushroom3invlarge,aaa111fyw07herculeanmushroom3invlarge0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-inv-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,inv|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-inv-thumbnail.jpg||Inverse,large|||Large,ABSOLUTE,20
aaa111fyw07herculeanmushroom3wbmedium,aaa111fyw07herculeanmushroom3wbmedium0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-wb-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,wb|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-wb-thumbnail.jpg||White and black,medium|||Medium,ABSOLUTE,10
aaa111fyw07herculeanmushroom3wbsmall,aaa111fyw07herculeanmushroom3wbsmall0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-wb-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,wb|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-wb-thumbnail.jpg||White and black,small|||Small,ABSOLUTE,0
aaa111fyw07herculeanmushroom3wblarge,aaa111fyw07herculeanmushroom3wblarge0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-wb-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,wb|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-wb-thumbnail.jpg||White and black,large|||Large,ABSOLUTE,20
aaa111fyw07herculeanmushroom3bwmedium,aaa111fyw07herculeanmushroom3bwmedium0000,AAA111 FYW07 Herculean Mushroom 3,,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-bw-thumbnail.jpg,true,true,VARIANT,aaa111fyw07herculeanmushroom3,bw|https://dplekh-avatars-project.surge.sh/images/AAA111-FYW07-Herculean-Mushroom-3-bw-thumbnail.jpg||Black and white,medium|||Medium,ABSOLUTE,10
