id,sku,name,sellingPrice,fullSize,thumbnail,active,published,type,parentId,variantAttributes,variantAttributes,surchargeType,surchargeValue
aa12bbs32extraordinarymushroom1originalsmall,aa12bbs32extraordinarymushroom1originalsmall0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-original-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,original|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-original-thumbnail.jpg||Original,small|||Small,PERCENTAGE,-10
aa12bbs32extraordinarymushroom1originallarge,aa12bbs32extraordinarymushroom1originallarge0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-original-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,original|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-original-thumbnail.jpg||Original,large|||Large,PERCENTAGE,10
aa12bbs32extraordinarymushroom1invmedium,aa12bbs32extraordinarymushroom1invmedium0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-inv-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,inv|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-inv-thumbnail.jpg||Inverse,medium|||Medium,PERCENTAGE,0
aa12bbs32extraordinarymushroom1invsmall,aa12bbs32extraordinarymushroom1invsmall0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-inv-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,inv|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-inv-thumbnail.jpg||Inverse,small|||Small,PERCENTAGE,-10
aa12bbs32extraordinarymushroom1invlarge,aa12bbs32extraordinarymushroom1invlarge0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-inv-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,inv|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-inv-thumbnail.jpg||Inverse,large|||Large,PERCENTAGE,10
aa12bbs32extraordinarymushroom1wbmedium,aa12bbs32extraordinarymushroom1wbmedium0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-wb-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,wb|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-wb-thumbnail.jpg||White and black,medium|||Medium,PERCENTAGE,0
aa12bbs32extraordinarymushroom1wbsmall,aa12bbs32extraordinarymushroom1wbsmall0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-wb-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,wb|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-wb-thumbnail.jpg||White and black,small|||Small,PERCENTAGE,-10
aa12bbs32extraordinarymushroom1wblarge,aa12bbs32extraordinarymushroom1wblarge0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-wb-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,wb|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-wb-thumbnail.jpg||White and black,large|||Large,PERCENTAGE,10
aa12bbs32extraordinarymushroom1bwmedium,aa12bbs32extraordinarymushroom1bwmedium0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-bw-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,bw|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-bw-thumbnail.jpg||Black and white,medium|||Medium,PERCENTAGE,0
aa12bbs32extraordinarymushroom1bwsmall,aa12bbs32extraordinarymushroom1bwsmall0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-bw-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,bw|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-bw-thumbnail.jpg||Black and white,small|||Small,PERCENTAGE,-10
aa12bbs32extraordinarymushroom1bwlarge,aa12bbs32extraordinarymushroom1bwlarge0000,AA12 BBS32 Extraordinary Mushroom 1,,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-bw-thumbnail.jpg,true,true,VARIANT,aa12bbs32extraordinarymushroom1,bw|https://dplekh-avatars-project.surge.sh/images/AA12-BBS32-Extraordinary-Mushroom-1-bw-thumbnail.jpg||Black and white,large|||Large,PERCENTAGE,10
aa12uqx12miltonianairplane2,aa12uqx12miltonianairplane20000,AA12 UQX12 Miltonian Airplane 2,51,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-thumbnail.jpg,true,true,PARENT,,,,,
aa12uqx12miltonianairplane2originalmedium,aa12uqx12miltonianairplane2originalmedium0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-original-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,original|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-original-thumbnail.jpg||Original,medium|||Medium,PERCENTAGE,0
aa12uqx12miltonianairplane2originalsmall,aa12uqx12miltonianairplane2originalsmall0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-original-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,original|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-original-thumbnail.jpg||Original,small|||Small,PERCENTAGE,-10
aa12uqx12miltonianairplane2originallarge,aa12uqx12miltonianairplane2originallarge0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-original-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,original|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-original-thumbnail.jpg||Original,large|||Large,PERCENTAGE,10
aa12uqx12miltonianairplane2invmedium,aa12uqx12miltonianairplane2invmedium0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-inv-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,inv|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-inv-thumbnail.jpg||Inverse,medium|||Medium,PERCENTAGE,0
aa12uqx12miltonianairplane2invsmall,aa12uqx12miltonianairplane2invsmall0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-inv-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,inv|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-inv-thumbnail.jpg||Inverse,small|||Small,PERCENTAGE,-10
aa12uqx12miltonianairplane2invlarge,aa12uqx12miltonianairplane2invlarge0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-inv-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,inv|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-inv-thumbnail.jpg||Inverse,large|||Large,PERCENTAGE,10
aa12uqx12miltonianairplane2wbmedium,aa12uqx12miltonianairplane2wbmedium0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-wb-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,wb|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-wb-thumbnail.jpg||White and black,medium|||Medium,PERCENTAGE,0
aa12uqx12miltonianairplane2wbsmall,aa12uqx12miltonianairplane2wbsmall0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-wb-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,wb|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-wb-thumbnail.jpg||White and black,small|||Small,PERCENTAGE,-10
aa12uqx12miltonianairplane2wblarge,aa12uqx12miltonianairplane2wblarge0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-wb-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,wb|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-wb-thumbnail.jpg||White and black,large|||Large,PERCENTAGE,10
aa12uqx12miltonianairplane2bwmedium,aa12uqx12miltonianairplane2bwmedium0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-bw-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,bw|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-bw-thumbnail.jpg||Black and white,medium|||Medium,PERCENTAGE,0
aa12uqx12miltonianairplane2bwsmall,aa12uqx12miltonianairplane2bwsmall0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-bw-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,bw|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-bw-thumbnail.jpg||Black and white,small|||Small,PERCENTAGE,-10
aa12uqx12miltonianairplane2bwlarge,aa12uqx12miltonianairplane2bwlarge0000,AA12 UQX12 Miltonian Airplane 2,,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-bw-thumbnail.jpg,true,true,VARIANT,aa12uqx12miltonianairplane2,bw|https://dplekh-avatars-project.surge.sh/images/AA12-UQX12-Miltonian-Airplane-2-bw-thumbnail.jpg||Black and white,large|||Large,PERCENTAGE,10
aa12fsd79extraordinarypreacher3,aa12fsd79extraordinarypreacher30000,AA12 FSD79 Extraordinary Preacher 3,54,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-thumbnail.jpg,true,true,PARENT,,,,,
aa12fsd79extraordinarypreacher3originalmedium,aa12fsd79extraordinarypreacher3originalmedium0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-original-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,original|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-original-thumbnail.jpg||Original,medium|||Medium,PERCENTAGE,0
aa12fsd79extraordinarypreacher3originalsmall,aa12fsd79extraordinarypreacher3originalsmall0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-original-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,original|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-original-thumbnail.jpg||Original,small|||Small,PERCENTAGE,-10
aa12fsd79extraordinarypreacher3originallarge,aa12fsd79extraordinarypreacher3originallarge0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-original.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-original-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,original|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-original-thumbnail.jpg||Original,large|||Large,PERCENTAGE,10
aa12fsd79extraordinarypreacher3invmedium,aa12fsd79extraordinarypreacher3invmedium0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-inv-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,inv|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-inv-thumbnail.jpg||Inverse,medium|||Medium,PERCENTAGE,0
aa12fsd79extraordinarypreacher3invsmall,aa12fsd79extraordinarypreacher3invsmall0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-inv-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,inv|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-inv-thumbnail.jpg||Inverse,small|||Small,PERCENTAGE,-10
aa12fsd79extraordinarypreacher3invlarge,aa12fsd79extraordinarypreacher3invlarge0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-inv.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-inv-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,inv|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-inv-thumbnail.jpg||Inverse,large|||Large,PERCENTAGE,10
aa12fsd79extraordinarypreacher3wbmedium,aa12fsd79extraordinarypreacher3wbmedium0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-wb-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,wb|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-wb-thumbnail.jpg||White and black,medium|||Medium,PERCENTAGE,0
aa12fsd79extraordinarypreacher3wbsmall,aa12fsd79extraordinarypreacher3wbsmall0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-wb-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,wb|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-wb-thumbnail.jpg||White and black,small|||Small,PERCENTAGE,-10
aa12fsd79extraordinarypreacher3wblarge,aa12fsd79extraordinarypreacher3wblarge0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-wb.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-wb-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,wb|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-wb-thumbnail.jpg||White and black,large|||Large,PERCENTAGE,10
aa12fsd79extraordinarypreacher3bwmedium,aa12fsd79extraordinarypreacher3bwmedium0000,AA12 FSD79 Extraordinary Preacher 3,,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-bw.jpg,https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-bw-thumbnail.jpg,true,true,VARIANT,aa12fsd79extraordinarypreacher3,bw|https://dplekh-avatars-project.surge.sh/images/AA12-FSD79-Extraordinary-Preacher-3-bw-thumbnail.jpg||Black and white,medium|||Medium,PERCENTAGE,0
