fulfillmentLocationId,onHand,productId
color_warehouse_1,643,B22222400
color_warehouse_1,164,B8860B400
color_warehouse_1,145,BA55D3400
color_warehouse_1,586,BC8F8F400
color_warehouse_1,797,BDB76B400
color_warehouse_1,879,C0C0C0400
color_warehouse_1,474,C71585400
color_warehouse_1,244,CD5C5C400
color_warehouse_1,390,CD853F400
color_warehouse_1,674,D2691E400
color_warehouse_1,670,D2B48C400
color_warehouse_1,393,D3D3D3400
color_warehouse_1,157,D8BFD8400
color_warehouse_1,404,DA70D6400
color_warehouse_1,811,DAA520400
color_warehouse_1,879,DB7093400
color_warehouse_1,141,DC143C400
color_warehouse_1,630,DCDCDC400
color_warehouse_1,456,DDA0DD400
color_warehouse_1,560,DEB887400
color_warehouse_1,967,E0FFFF400
color_warehouse_1,365,E6E6FA400
color_warehouse_1,325,E9967A400
color_warehouse_1,866,EE82EE400
color_warehouse_1,478,EEE8AA400
color_warehouse_1,324,F08080400
color_warehouse_1,682,F0E68C400
color_warehouse_1,938,F0F8FF400
color_warehouse_1,780,F0FFF0400
color_warehouse_1,885,F0FFFF400
color_warehouse_1,586,F4A460400
color_warehouse_1,100,F5DEB3400
color_warehouse_1,453,F5F5DC400
color_warehouse_1,341,F5F5F5400
color_warehouse_1,694,F5FFFA400
color_warehouse_1,460,F8F8FF400
color_warehouse_1,167,FA8072400
color_warehouse_1,40,FAEBD7400
color_warehouse_1,2,FAF0E6400
color_warehouse_1,969,FAFAD2400
color_warehouse_1,808,FDF5E6400
color_warehouse_1,712,FF0000400
color_warehouse_1,777,FF00FF400
color_warehouse_1,938,FF1493400
color_warehouse_1,807,FF4500400
color_warehouse_1,700,FF6347400
color_warehouse_1,58,FF69B4400
color_warehouse_1,419,FF7F50400
color_warehouse_1,299,FF8C00400
color_warehouse_1,996,FFA07A400
color_warehouse_1,73,FFA500400
color_warehouse_1,523,FFB6C1400
color_warehouse_1,37,FFC0CB400
color_warehouse_1,539,FFD700400
color_warehouse_1,401,FFDAB9400
color_warehouse_1,622,FFDEAD400
color_warehouse_1,176,FFE4B5400
color_warehouse_1,541,FFE4C4400
color_warehouse_1,713,FFE4E1400
color_warehouse_1,370,FFEBCD400
color_warehouse_1,303,FFEFD5400
color_warehouse_1,287,FFF0F5400
color_warehouse_1,608,FFF5EE400
color_warehouse_1,143,FFF8DC400
color_warehouse_1,262,FFFACD400
color_warehouse_1,204,FFFAF0400
color_warehouse_1,465,FFFAFA400
color_warehouse_1,400,FFFF00400
color_warehouse_1,658,FFFFE0400
color_warehouse_1,867,FFFFF0400
color_warehouse_1,233,FFFFFF400
color_warehouse_1,204,000000300
color_warehouse_1,308,000080300
color_warehouse_1,598,00008B300
color_warehouse_1,383,0000CD300
color_warehouse_1,269,0000FF300
color_warehouse_1,412,006400300
color_warehouse_1,781,008000300
color_warehouse_1,331,008080300
color_warehouse_1,753,008B8B300
color_warehouse_1,783,00BFFF300
color_warehouse_1,121,00CED1300
color_warehouse_1,216,00FA9A300
color_warehouse_1,698,00FF00300
color_warehouse_1,309,00FF7F300
color_warehouse_1,28,00FFFF300
color_warehouse_1,429,191970300
color_warehouse_1,102,1E90FF300
color_warehouse_1,303,20B2AA300
color_warehouse_1,444,228B22300
color_warehouse_1,207,2E8B57300
color_warehouse_1,914,2F4F4F300
color_warehouse_1,737,32CD32300
color_warehouse_1,566,3CB371300
color_warehouse_1,598,40E0D0300
color_warehouse_1,576,4169E1300
color_warehouse_1,544,4682B4300
color_warehouse_1,457,483D8B300
color_warehouse_1,601,48D1CC300
color_warehouse_1,749,4B0082300
color_warehouse_1,471,556B2F300
color_warehouse_1,310,5F9EA0300
color_warehouse_1,722,6495ED300
color_warehouse_1,802,663399300
color_warehouse_1,443,66CDAA300
color_warehouse_1,647,696969300
color_warehouse_1,149,6A5ACD300
color_warehouse_1,307,6B8E23300
color_warehouse_1,136,708090300
color_warehouse_1,499,778899300
color_warehouse_1,164,7B68EE300
color_warehouse_1,609,7CFC00300
color_warehouse_1,360,7FFF00300
color_warehouse_1,794,7FFFD4300
color_warehouse_1,592,800000300
color_warehouse_1,661,800080300
color_warehouse_1,280,808000300
color_warehouse_1,244,808080300
color_warehouse_1,69,87CEEB300
color_warehouse_1,942,87CEFA300
color_warehouse_1,958,8A2BE2300
color_warehouse_1,896,8B0000300
color_warehouse_1,982,8B008B300
color_warehouse_1,244,8B4513300
color_warehouse_1,910,8FBC8F300
color_warehouse_1,508,90EE90300
color_warehouse_1,873,9370DB300
color_warehouse_1,71,9400D3300
color_warehouse_1,306,98FB98300
color_warehouse_1,292,9932CC300
color_warehouse_1,761,9ACD32300
color_warehouse_1,314,A0522D300
color_warehouse_1,101,A52A2A300
color_warehouse_1,236,A9A9A9300
color_warehouse_1,371,ADD8E6300
color_warehouse_1,512,ADFF2F300
color_warehouse_1,825,AFEEEE300
color_warehouse_1,828,B0C4DE300
color_warehouse_1,71,B0E0E6300
color_warehouse_1,234,B22222300
color_warehouse_1,524,B8860B300
color_warehouse_1,841,BA55D3300
color_warehouse_1,809,BC8F8F300
color_warehouse_1,276,BDB76B300
color_warehouse_1,132,C0C0C0300
color_warehouse_1,824,C71585300
color_warehouse_1,797,CD5C5C300
color_warehouse_1,314,CD853F300
color_warehouse_1,847,D2691E300
color_warehouse_1,239,D2B48C300
color_warehouse_1,848,D3D3D3300
color_warehouse_1,8,D8BFD8300
color_warehouse_1,833,DA70D6300
color_warehouse_1,232,DAA520300
color_warehouse_1,374,DB7093300
color_warehouse_1,253,DC143C300
color_warehouse_1,594,DCDCDC300
color_warehouse_1,286,DDA0DD300
color_warehouse_1,771,DEB887300
color_warehouse_1,750,E0FFFF300
color_warehouse_1,79,E6E6FA300
color_warehouse_1,161,E9967A300
color_warehouse_1,526,EE82EE300
color_warehouse_1,443,EEE8AA300
color_warehouse_1,780,F08080300
color_warehouse_1,285,F0E68C300
color_warehouse_1,198,F0F8FF300
color_warehouse_1,632,F0FFF0300
color_warehouse_1,545,F0FFFF300
color_warehouse_1,949,F4A460300
color_warehouse_1,923,F5DEB3300
color_warehouse_1,924,F5F5DC300
color_warehouse_1,485,F5F5F5300
color_warehouse_1,640,F5FFFA300
color_warehouse_1,411,F8F8FF300
color_warehouse_1,254,FA8072300
color_warehouse_1,370,FAEBD7300
color_warehouse_1,321,FAF0E6300
color_warehouse_1,211,FAFAD2300
color_warehouse_1,881,FDF5E6300
color_warehouse_1,361,FF0000300
color_warehouse_1,552,FF00FF300
color_warehouse_1,226,FF1493300
color_warehouse_1,347,FF4500300
color_warehouse_1,741,FF6347300
color_warehouse_1,54,FF69B4300
color_warehouse_1,15,FF7F50300
color_warehouse_1,262,FF8C00300
color_warehouse_1,445,FFA07A300
color_warehouse_1,279,FFA500300
color_warehouse_1,494,FFB6C1300
color_warehouse_1,412,FFC0CB300
color_warehouse_1,206,FFD700300
color_warehouse_1,96,FFDAB9300
color_warehouse_1,735,FFDEAD300
color_warehouse_1,771,FFE4B5300
color_warehouse_1,746,FFE4C4300
color_warehouse_1,613,FFE4E1300
color_warehouse_1,625,FFEBCD300
color_warehouse_1,347,FFEFD5300
color_warehouse_1,134,FFF0F5300
color_warehouse_1,350,FFF5EE300
color_warehouse_1,109,FFF8DC300
color_warehouse_1,951,FFFACD300
color_warehouse_1,520,FFFAF0300
color_warehouse_1,506,FFFAFA300
color_warehouse_1,391,FFFF00300
color_warehouse_1,699,FFFFE0300
color_warehouse_1,329,FFFFF0300
color_warehouse_1,933,FFFFFF300
color_warehouse_1,159,000000200
color_warehouse_1,591,000080200
color_warehouse_1,669,00008B200
color_warehouse_1,746,0000CD200
color_warehouse_1,276,0000FF200
color_warehouse_1,202,006400200
color_warehouse_1,528,008000200
color_warehouse_1,20,008080200
color_warehouse_1,607,008B8B200
color_warehouse_1,975,00BFFF200
color_warehouse_1,48,00CED1200
color_warehouse_1,293,00FA9A200
color_warehouse_1,382,00FF00200
color_warehouse_1,463,00FF7F200
color_warehouse_1,804,00FFFF200
color_warehouse_1,760,191970200
color_warehouse_1,769,1E90FF200
color_warehouse_1,933,20B2AA200
color_warehouse_1,495,228B22200
color_warehouse_1,881,2E8B57200
color_warehouse_1,119,2F4F4F200
color_warehouse_1,709,32CD32200
color_warehouse_1,399,3CB371200
color_warehouse_1,713,40E0D0200
color_warehouse_1,936,4169E1200
color_warehouse_1,355,4682B4200
color_warehouse_1,293,483D8B200
color_warehouse_1,675,48D1CC200
color_warehouse_1,23,4B0082200
color_warehouse_1,650,556B2F200
color_warehouse_1,78,5F9EA0200
color_warehouse_1,501,6495ED200
color_warehouse_1,798,663399200
color_warehouse_1,848,66CDAA200
color_warehouse_1,650,696969200
color_warehouse_1,607,6A5ACD200
color_warehouse_1,910,6B8E23200
color_warehouse_1,29,708090200
color_warehouse_1,16,778899200
color_warehouse_1,74,7B68EE200
color_warehouse_1,508,7CFC00200
color_warehouse_1,291,7FFF00200
color_warehouse_1,993,7FFFD4200
color_warehouse_1,28,800000200
color_warehouse_1,722,800080200
color_warehouse_1,969,808000200
color_warehouse_1,887,808080200
color_warehouse_1,21,87CEEB200
color_warehouse_1,907,87CEFA200
color_warehouse_1,238,8A2BE2200
color_warehouse_1,549,8B0000200
color_warehouse_1,780,8B008B200
color_warehouse_1,961,8B4513200
color_warehouse_1,323,8FBC8F200
color_warehouse_1,431,90EE90200
color_warehouse_1,260,9370DB200
color_warehouse_1,61,9400D3200
color_warehouse_1,974,98FB98200
color_warehouse_1,285,9932CC200
color_warehouse_1,261,9ACD32200
color_warehouse_1,291,A0522D200
color_warehouse_1,331,A52A2A200
color_warehouse_1,694,A9A9A9200
color_warehouse_1,117,ADD8E6200
color_warehouse_1,970,ADFF2F200
color_warehouse_1,752,AFEEEE200
color_warehouse_1,12,B0C4DE200
color_warehouse_1,64,B0E0E6200
color_warehouse_1,786,B22222200
color_warehouse_1,515,B8860B200
color_warehouse_1,554,BA55D3200
color_warehouse_1,660,BC8F8F200
color_warehouse_1,916,BDB76B200
color_warehouse_1,440,C0C0C0200
color_warehouse_1,345,C71585200
color_warehouse_1,482,CD5C5C200
color_warehouse_1,165,CD853F200
color_warehouse_1,620,D2691E200
color_warehouse_1,690,D2B48C200
color_warehouse_1,303,D3D3D3200
color_warehouse_1,253,D8BFD8200
color_warehouse_1,230,DA70D6200
color_warehouse_1,422,DAA520200
color_warehouse_1,992,DB7093200
color_warehouse_1,907,DC143C200
color_warehouse_1,65,DCDCDC200
color_warehouse_1,436,DDA0DD200
color_warehouse_1,716,DEB887200
color_warehouse_1,487,E0FFFF200
color_warehouse_1,115,E6E6FA200
color_warehouse_1,951,E9967A200
color_warehouse_1,804,EE82EE200
color_warehouse_1,732,EEE8AA200
color_warehouse_1,249,F08080200
color_warehouse_1,932,F0E68C200
color_warehouse_1,869,F0F8FF200
color_warehouse_1,237,F0FFF0200
color_warehouse_1,929,F0FFFF200
color_warehouse_1,518,F4A460200
color_warehouse_1,613,F5DEB3200
color_warehouse_1,986,F5F5DC200
color_warehouse_1,216,F5F5F5200
color_warehouse_1,768,F5FFFA200
color_warehouse_1,581,F8F8FF200
color_warehouse_1,636,FA8072200
color_warehouse_1,6,FAEBD7200
color_warehouse_1,121,FAF0E6200
color_warehouse_1,802,FAFAD2200
color_warehouse_1,931,FDF5E6200
color_warehouse_1,809,FF0000200
color_warehouse_1,925,FF00FF200
color_warehouse_1,824,FF1493200
color_warehouse_1,569,FF4500200
color_warehouse_1,600,FF6347200
color_warehouse_1,811,FF69B4200
color_warehouse_1,82,FF7F50200
color_warehouse_1,935,FF8C00200
color_warehouse_1,925,FFA07A200
color_warehouse_1,886,FFA500200
color_warehouse_1,558,FFB6C1200
color_warehouse_1,290,FFC0CB200
color_warehouse_1,611,FFD700200
color_warehouse_1,897,FFDAB9200
color_warehouse_1,248,FFDEAD200
color_warehouse_1,707,FFE4B5200
color_warehouse_1,489,FFE4C4200
color_warehouse_1,717,FFE4E1200
color_warehouse_1,503,FFEBCD200
color_warehouse_1,294,FFEFD5200
color_warehouse_1,588,FFF0F5200
color_warehouse_1,468,FFF5EE200
color_warehouse_1,685,FFF8DC200
color_warehouse_1,102,FFFACD200
color_warehouse_1,396,FFFAF0200
color_warehouse_1,466,FFFAFA200
color_warehouse_1,772,FFFF00200
color_warehouse_1,10,FFFFE0200
color_warehouse_1,876,FFFFF0200
color_warehouse_1,590,FFFFFF200
color_warehouse_1,445,000000100
color_warehouse_1,75,000080100
color_warehouse_1,814,00008B100
color_warehouse_1,429,0000CD100
color_warehouse_1,780,0000FF100
color_warehouse_1,696,006400100
color_warehouse_1,515,008000100
color_warehouse_1,475,008080100
color_warehouse_1,388,008B8B100
color_warehouse_1,283,00BFFF100
color_warehouse_1,735,00CED1100
color_warehouse_1,814,00FA9A100
color_warehouse_1,860,00FF00100
color_warehouse_1,80,00FF7F100
color_warehouse_1,307,00FFFF100
color_warehouse_1,474,191970100
color_warehouse_1,627,1E90FF100
color_warehouse_1,856,20B2AA100
color_warehouse_1,240,228B22100
color_warehouse_1,730,2E8B57100
color_warehouse_1,611,2F4F4F100
color_warehouse_1,823,32CD32100
color_warehouse_1,674,3CB371100
color_warehouse_1,208,40E0D0100
color_warehouse_1,87,4169E1100
color_warehouse_1,676,4682B4100
color_warehouse_1,231,483D8B100
color_warehouse_1,66,48D1CC100
color_warehouse_1,866,4B0082100
color_warehouse_1,51,556B2F100
color_warehouse_1,205,5F9EA0100
color_warehouse_1,450,6495ED100
color_warehouse_1,822,663399100
color_warehouse_1,13,66CDAA100
color_warehouse_1,525,696969100
color_warehouse_1,924,6A5ACD100
color_warehouse_1,624,6B8E23100
color_warehouse_1,551,708090100
color_warehouse_1,323,778899100
color_warehouse_1,987,7B68EE100
color_warehouse_1,942,7CFC00100
color_warehouse_1,388,7FFF00100
color_warehouse_1,663,7FFFD4100
color_warehouse_1,205,800000100
color_warehouse_1,209,800080100
color_warehouse_1,478,808000100
color_warehouse_1,245,808080100
color_warehouse_1,203,87CEEB100
color_warehouse_1,370,87CEFA100
color_warehouse_1,241,8A2BE2100
color_warehouse_1,95,8B0000100
color_warehouse_1,243,8B008B100
color_warehouse_1,557,8B4513100
color_warehouse_1,436,8FBC8F100
color_warehouse_1,965,90EE90100
color_warehouse_1,313,9370DB100
color_warehouse_1,564,9400D3100
color_warehouse_1,699,98FB98100
color_warehouse_1,723,9932CC100
color_warehouse_1,634,9ACD32100
color_warehouse_1,880,A0522D100
color_warehouse_1,331,A52A2A100
color_warehouse_1,485,A9A9A9100
color_warehouse_1,296,ADD8E6100
color_warehouse_1,20,ADFF2F100
color_warehouse_1,422,AFEEEE100
color_warehouse_1,968,B0C4DE100
color_warehouse_1,168,B0E0E6100
color_warehouse_1,425,B22222100
color_warehouse_1,744,B8860B100
color_warehouse_1,966,BA55D3100
color_warehouse_1,77,BC8F8F100
color_warehouse_1,438,BDB76B100
color_warehouse_1,231,C0C0C0100
color_warehouse_1,706,C71585100
color_warehouse_1,376,CD5C5C100
color_warehouse_1,608,CD853F100
color_warehouse_1,471,D2691E100
color_warehouse_1,712,D2B48C100
color_warehouse_1,390,D3D3D3100
color_warehouse_1,711,D8BFD8100
color_warehouse_1,780,DA70D6100
color_warehouse_1,336,DAA520100
color_warehouse_1,558,DB7093100
color_warehouse_1,667,DC143C100
color_warehouse_1,778,DCDCDC100
color_warehouse_1,720,DDA0DD100
color_warehouse_1,749,DEB887100
color_warehouse_1,709,E0FFFF100
color_warehouse_1,527,E6E6FA100
color_warehouse_1,690,E9967A100
color_warehouse_1,591,EE82EE100
color_warehouse_1,90,EEE8AA100
color_warehouse_1,114,F08080100
color_warehouse_1,444,F0E68C100
color_warehouse_1,3,F0F8FF100
color_warehouse_1,63,F0FFF0100
color_warehouse_1,598,F0FFFF100
color_warehouse_1,981,F4A460100
color_warehouse_1,670,F5DEB3100
color_warehouse_1,866,F5F5DC100
color_warehouse_1,518,F5F5F5100
color_warehouse_1,135,F5FFFA100
color_warehouse_1,390,F8F8FF100
color_warehouse_1,354,FA8072100
color_warehouse_1,644,FAEBD7100
color_warehouse_1,595,FAF0E6100
color_warehouse_1,0,FAFAD2100
color_warehouse_1,943,FDF5E6100
color_warehouse_1,276,FF0000100
color_warehouse_1,390,FF00FF100
color_warehouse_1,234,FF1493100
color_warehouse_1,567,FF4500100
color_warehouse_1,932,FF6347100
color_warehouse_1,138,FF69B4100
color_warehouse_1,327,FF7F50100
color_warehouse_1,82,FF8C00100
color_warehouse_1,723,FFA07A100
color_warehouse_1,861,FFA500100
color_warehouse_1,813,FFB6C1100
color_warehouse_1,980,FFC0CB100
color_warehouse_1,172,FFD700100
color_warehouse_1,639,FFDAB9100
color_warehouse_1,782,FFDEAD100
color_warehouse_1,350,FFE4B5100
color_warehouse_1,943,FFE4C4100
color_warehouse_1,673,FFE4E1100
color_warehouse_1,48,FFEBCD100
color_warehouse_1,274,FFEFD5100
color_warehouse_1,14,FFF0F5100
color_warehouse_1,954,FFF5EE100
color_warehouse_1,627,FFF8DC100
color_warehouse_1,314,FFFACD100
color_warehouse_1,608,FFFAF0100
color_warehouse_1,415,FFFAFA100
color_warehouse_1,456,FFFF00100
color_warehouse_1,625,FFFFE0100
color_warehouse_1,865,FFFFF0100
color_warehouse_1,980,FFFFFF100
color_warehouse_1,106,00000050
color_warehouse_1,876,00008050
color_warehouse_1,819,00008B50
color_warehouse_1,504,0000CD50
color_warehouse_1,766,0000FF50
color_warehouse_1,153,00640050
color_warehouse_1,266,00800050
color_warehouse_1,666,00808050
color_warehouse_1,262,008B8B50
color_warehouse_1,114,00BFFF50
color_warehouse_1,225,00CED150
color_warehouse_1,709,00FA9A50
color_warehouse_1,640,00FF0050
color_warehouse_1,725,00FF7F50
color_warehouse_1,278,00FFFF50
color_warehouse_1,39,19197050
color_warehouse_1,831,1E90FF50
color_warehouse_1,630,20B2AA50
color_warehouse_1,955,228B2250
color_warehouse_1,599,2E8B5750
color_warehouse_1,968,2F4F4F50
color_warehouse_1,514,32CD3250
color_warehouse_1,819,3CB37150
color_warehouse_1,288,40E0D050
color_warehouse_1,203,4169E150
color_warehouse_1,355,4682B450
color_warehouse_1,907,483D8B50
color_warehouse_1,567,48D1CC50
color_warehouse_1,189,4B008250
color_warehouse_1,788,556B2F50
color_warehouse_1,152,5F9EA050
color_warehouse_1,615,6495ED50
color_warehouse_1,456,66339950
color_warehouse_1,888,66CDAA50
color_warehouse_1,672,69696950
color_warehouse_1,655,6A5ACD50
color_warehouse_1,346,6B8E2350
color_warehouse_1,169,70809050
color_warehouse_1,469,77889950
color_warehouse_1,829,7B68EE50
color_warehouse_1,544,7CFC0050
color_warehouse_1,854,7FFF0050
color_warehouse_1,811,7FFFD450
color_warehouse_1,238,80000050
color_warehouse_1,493,80008050
color_warehouse_1,303,80800050
color_warehouse_1,274,80808050
color_warehouse_1,383,87CEEB50
color_warehouse_1,812,87CEFA50
color_warehouse_1,946,8A2BE250
color_warehouse_1,735,8B000050
color_warehouse_1,134,8B008B50
color_warehouse_1,825,8B451350
color_warehouse_1,86,8FBC8F50
color_warehouse_1,804,90EE9050
color_warehouse_1,805,9370DB50
color_warehouse_1,993,9400D350
color_warehouse_1,152,98FB9850
color_warehouse_1,806,9932CC50
color_warehouse_1,261,9ACD3250
color_warehouse_1,466,A0522D50
color_warehouse_1,861,A52A2A50
color_warehouse_1,188,A9A9A950
color_warehouse_1,949,ADD8E650
color_warehouse_1,63,ADFF2F50
color_warehouse_1,149,AFEEEE50
color_warehouse_1,638,B0C4DE50
color_warehouse_1,766,B0E0E650
color_warehouse_1,639,B2222250
color_warehouse_1,282,B8860B50
color_warehouse_1,129,BA55D350
color_warehouse_1,425,BC8F8F50
color_warehouse_1,43,BDB76B50
color_warehouse_1,607,C0C0C050
color_warehouse_1,993,C7158550
color_warehouse_1,530,CD5C5C50
color_warehouse_1,282,CD853F50
color_warehouse_1,880,D2691E50
color_warehouse_1,926,D2B48C50
color_warehouse_1,327,D3D3D350
color_warehouse_1,559,D8BFD850
color_warehouse_1,156,DA70D650
color_warehouse_1,861,DAA52050
color_warehouse_1,373,DB709350
color_warehouse_1,42,DC143C50
color_warehouse_1,539,DCDCDC50
color_warehouse_1,760,DDA0DD50
color_warehouse_1,94,DEB88750
color_warehouse_1,869,E0FFFF50
color_warehouse_1,64,E6E6FA50
color_warehouse_1,33,E9967A50
color_warehouse_1,640,EE82EE50
color_warehouse_1,179,EEE8AA50
color_warehouse_1,533,F0808050
color_warehouse_1,215,F0E68C50
color_warehouse_1,397,F0F8FF50
color_warehouse_1,77,F0FFF050
color_warehouse_1,395,F0FFFF50
color_warehouse_1,481,F4A46050
color_warehouse_1,4,F5DEB350
color_warehouse_1,860,F5F5DC50
color_warehouse_1,127,F5F5F550
color_warehouse_1,620,F5FFFA50
color_warehouse_1,90,F8F8FF50
color_warehouse_1,105,FA807250
color_warehouse_1,414,FAEBD750
color_warehouse_1,989,FAF0E650
color_warehouse_1,714,FAFAD250
color_warehouse_1,209,FDF5E650
color_warehouse_1,40,FF000050
color_warehouse_1,120,FF00FF50
color_warehouse_1,649,FF149350
color_warehouse_1,537,FF450050
color_warehouse_1,492,FF634750
color_warehouse_1,722,FF69B450
color_warehouse_1,227,FF7F5050
color_warehouse_1,656,FF8C0050
color_warehouse_1,696,FFA07A50
color_warehouse_1,922,FFA50050
color_warehouse_1,539,FFB6C150
color_warehouse_1,843,FFC0CB50
color_warehouse_1,169,FFD70050
color_warehouse_1,772,FFDAB950
color_warehouse_1,412,FFDEAD50
color_warehouse_1,302,FFE4B550
color_warehouse_1,602,FFE4C450
color_warehouse_1,5,FFE4E150
color_warehouse_1,20,FFEBCD50
color_warehouse_1,354,FFEFD550
color_warehouse_1,102,FFF0F550
color_warehouse_1,256,FFF5EE50
color_warehouse_1,840,FFF8DC50
color_warehouse_1,458,FFFACD50
color_warehouse_1,407,FFFAF050
color_warehouse_1,168,FFFAFA50
color_warehouse_1,486,FFFF0050
color_warehouse_1,940,FFFFE050
color_warehouse_1,142,FFFFF050
color_warehouse_1,800,FFFFFF50
