id,sku,name,sellingPrice,fullSize,thumbnail,active,published,type,parentId,variantAttributes
DA70D6400,DA70D64000000,Orchid 400,68,https://color-project.surge.sh/colors/DA70D6400.jpg,https://color-project.surge.sh/colors/DA70D6400.jpg,true,true,VARIANT,DA70D6,400|https://color-project.surge.sh/colors/DA70D6400.jpg|DA70D6400|400
DAA520400,DAA5204000000,GoldenRod 400,62,https://color-project.surge.sh/colors/DAA520400.jpg,https://color-project.surge.sh/colors/DAA520400.jpg,true,true,VARIANT,DAA520,400|https://color-project.surge.sh/colors/DAA520400.jpg|DAA520400|400
DB7093400,DB70934000000,PaleVioletRed 400,75,https://color-project.surge.sh/colors/DB7093400.jpg,https://color-project.surge.sh/colors/DB7093400.jpg,true,true,VARIANT,DB7093,400|https://color-project.surge.sh/colors/DB7093400.jpg|DB7093400|400
DC143C400,DC143C4000000,Crimson 400,53,https://color-project.surge.sh/colors/DC143C400.jpg,https://color-project.surge.sh/colors/DC143C400.jpg,true,true,VARIANT,DC143C,400|https://color-project.surge.sh/colors/DC143C400.jpg|DC143C400|400
DCDCDC400,DCDCDC4000000,Gainsboro 400,91,https://color-project.surge.sh/colors/DCDCDC400.jpg,https://color-project.surge.sh/colors/DCDCDC400.jpg,true,true,VARIANT,DCDCDC,400|https://color-project.surge.sh/colors/DCDCDC400.jpg|DCDCDC400|400
DDA0DD400,DDA0DD4000000,Plum 400,52,https://color-project.surge.sh/colors/DDA0DD400.jpg,https://color-project.surge.sh/colors/DDA0DD400.jpg,true,true,VARIANT,DDA0DD,400|https://color-project.surge.sh/colors/DDA0DD400.jpg|DDA0DD400|400
DEB887400,DEB8874000000,BurlyWood 400,56,https://color-project.surge.sh/colors/DEB887400.jpg,https://color-project.surge.sh/colors/DEB887400.jpg,true,true,VARIANT,DEB887,400|https://color-project.surge.sh/colors/DEB887400.jpg|DEB887400|400
E0FFFF400,E0FFFF4000000,LightCyan 400,92,https://color-project.surge.sh/colors/E0FFFF400.jpg,https://color-project.surge.sh/colors/E0FFFF400.jpg,true,true,VARIANT,E0FFFF,400|https://color-project.surge.sh/colors/E0FFFF400.jpg|E0FFFF400|400
E6E6FA400,E6E6FA4000000,Lavender 400,90,https://color-project.surge.sh/colors/E6E6FA400.jpg,https://color-project.surge.sh/colors/E6E6FA400.jpg,true,true,VARIANT,E6E6FA,400|https://color-project.surge.sh/colors/E6E6FA400.jpg|E6E6FA400|400
E9967A400,E9967A4000000,DarkSalmon 400,65,https://color-project.surge.sh/colors/E9967A400.jpg,https://color-project.surge.sh/colors/E9967A400.jpg,true,true,VARIANT,E9967A,400|https://color-project.surge.sh/colors/E9967A400.jpg|E9967A400|400
EE82EE400,EE82EE4000000,Violet 400,75,https://color-project.surge.sh/colors/EE82EE400.jpg,https://color-project.surge.sh/colors/EE82EE400.jpg,true,true,VARIANT,EE82EE,400|https://color-project.surge.sh/colors/EE82EE400.jpg|EE82EE400|400
EEE8AA400,EEE8AA4000000,PaleGoldenRod 400,52,https://color-project.surge.sh/colors/EEE8AA400.jpg,https://color-project.surge.sh/colors/EEE8AA400.jpg,true,true,VARIANT,EEE8AA,400|https://color-project.surge.sh/colors/EEE8AA400.jpg|EEE8AA400|400
F08080400,F080804000000,LightCoral 400,84,https://color-project.surge.sh/colors/F08080400.jpg,https://color-project.surge.sh/colors/F08080400.jpg,true,true,VARIANT,F08080,400|https://color-project.surge.sh/colors/F08080400.jpg|F08080400|400
F0E68C400,F0E68C4000000,Khaki 400,98,https://color-project.surge.sh/colors/F0E68C400.jpg,https://color-project.surge.sh/colors/F0E68C400.jpg,true,true,VARIANT,F0E68C,400|https://color-project.surge.sh/colors/F0E68C400.jpg|F0E68C400|400
F0F8FF400,F0F8FF4000000,AliceBlue 400,50,https://color-project.surge.sh/colors/F0F8FF400.jpg,https://color-project.surge.sh/colors/F0F8FF400.jpg,true,true,VARIANT,F0F8FF,400|https://color-project.surge.sh/colors/F0F8FF400.jpg|F0F8FF400|400
F0FFF0400,F0FFF04000000,HoneyDew 400,77,https://color-project.surge.sh/colors/F0FFF0400.jpg,https://color-project.surge.sh/colors/F0FFF0400.jpg,true,true,VARIANT,F0FFF0,400|https://color-project.surge.sh/colors/F0FFF0400.jpg|F0FFF0400|400
F0FFFF400,F0FFFF4000000,Azure 400,57,https://color-project.surge.sh/colors/F0FFFF400.jpg,https://color-project.surge.sh/colors/F0FFFF400.jpg,true,true,VARIANT,F0FFFF,400|https://color-project.surge.sh/colors/F0FFFF400.jpg|F0FFFF400|400
F4A460400,F4A4604000000,SandyBrown 400,78,https://color-project.surge.sh/colors/F4A460400.jpg,https://color-project.surge.sh/colors/F4A460400.jpg,true,true,VARIANT,F4A460,400|https://color-project.surge.sh/colors/F4A460400.jpg|F4A460400|400
F5DEB3400,F5DEB34000000,Wheat 400,76,https://color-project.surge.sh/colors/F5DEB3400.jpg,https://color-project.surge.sh/colors/F5DEB3400.jpg,true,true,VARIANT,F5DEB3,400|https://color-project.surge.sh/colors/F5DEB3400.jpg|F5DEB3400|400
F5F5DC400,F5F5DC4000000,Beige 400,70,https://color-project.surge.sh/colors/F5F5DC400.jpg,https://color-project.surge.sh/colors/F5F5DC400.jpg,true,true,VARIANT,F5F5DC,400|https://color-project.surge.sh/colors/F5F5DC400.jpg|F5F5DC400|400
F5F5F5400,F5F5F54000000,WhiteSmoke 400,66,https://color-project.surge.sh/colors/F5F5F5400.jpg,https://color-project.surge.sh/colors/F5F5F5400.jpg,true,true,VARIANT,F5F5F5,400|https://color-project.surge.sh/colors/F5F5F5400.jpg|F5F5F5400|400
F5FFFA400,F5FFFA4000000,MintCream 400,97,https://color-project.surge.sh/colors/F5FFFA400.jpg,https://color-project.surge.sh/colors/F5FFFA400.jpg,true,true,VARIANT,F5FFFA,400|https://color-project.surge.sh/colors/F5FFFA400.jpg|F5FFFA400|400
F8F8FF400,F8F8FF4000000,GhostWhite 400,68,https://color-project.surge.sh/colors/F8F8FF400.jpg,https://color-project.surge.sh/colors/F8F8FF400.jpg,true,true,VARIANT,F8F8FF,400|https://color-project.surge.sh/colors/F8F8FF400.jpg|F8F8FF400|400
FA8072400,FA80724000000,Salmon 400,90,https://color-project.surge.sh/colors/FA8072400.jpg,https://color-project.surge.sh/colors/FA8072400.jpg,true,true,VARIANT,FA8072,400|https://color-project.surge.sh/colors/FA8072400.jpg|FA8072400|400
FAEBD7400,FAEBD74000000,AntiqueWhite 400,93,https://color-project.surge.sh/colors/FAEBD7400.jpg,https://color-project.surge.sh/colors/FAEBD7400.jpg,true,true,VARIANT,FAEBD7,400|https://color-project.surge.sh/colors/FAEBD7400.jpg|FAEBD7400|400
FAF0E6400,FAF0E64000000,Linen 400,99,https://color-project.surge.sh/colors/FAF0E6400.jpg,https://color-project.surge.sh/colors/FAF0E6400.jpg,true,true,VARIANT,FAF0E6,400|https://color-project.surge.sh/colors/FAF0E6400.jpg|FAF0E6400|400
FAFAD2400,FAFAD24000000,LightGoldenRodYellow 400,92,https://color-project.surge.sh/colors/FAFAD2400.jpg,https://color-project.surge.sh/colors/FAFAD2400.jpg,true,true,VARIANT,FAFAD2,400|https://color-project.surge.sh/colors/FAFAD2400.jpg|FAFAD2400|400
